identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
Postscriptum_Polonistyczne_00006780;article;Doświadczenie tanatyczne i przezwyciężenie trwogi tanatycznej w powieściach Olgi Tokarczuk Ostatnie historie i Anna In w grobowcach świata;Adelgejm, Irina;kobieta;Postscriptum Polonistyczne;Tom 25 Nr 1 (2020): Olga Tokarczuk – Literacka Nagroda Nobla 2018;;2020;;;11-22;Po 1989;2020
Postscriptum_Polonistyczne_00006835;article;Bilingwizm polsko-portugalski w Brazylii. Od znajomości polszczyzny do tłumaczenia literatury polskiej na portugalski;Miodunka, Władysław;mężczyzna;Postscriptum Polonistyczne;Tom 21 Nr 1 (2018): Pomiędzy Polską, Portugalią i Brazylią. Literatura – kultura – język – edukacja;;2018;;;201-220;Po 1989;2010
polona0000003400_4_121-159;;Jan Jędrzej Morsztyn. Podskarbi w. koronny. (1618-1700?);Siemieński Lucjan;mężczyzna;Portrety literackie;;;;1865;;;Pozytywizm;1860
polona0000003400_4_15-39;;Jan Dantyszek (1485-1548).;Siemieński Lucjan;mężczyzna;Portrety literackie;;;;1865;;;Pozytywizm;1860
Postscriptum_Polonistyczne_00006916;article;Między kanonem literackim a kulturą zwielokrotnioną;Delaperrière, Maria;kobieta;Postscriptum Polonistyczne;Tom 18 Nr 2 (2016): VI Światowy Kongres Polonistów;;2016;;;11-22;Po 1989;2010
polona0000003400_4_41-68;chapter;Mikołaj Rej z Nagłowic (1505-1569);Siemieński Lucjan;mężczyzna;Portrety literackie;;;;1865;;;Pozytywizm;1860
polona0000003400_4_91-120;;Wespazyan Kochowski;Siemieński Lucjan;mężczyzna;Portrety literackie;;;;1865;;;Pozytywizm;1860
polona0000003602_0_154-210;;Wincenty Pol jako poeta;Spasowicz Włodzimierz;mężczyzna;Studya nie z natury;;;;1881;;;Pozytywizm;1880
polona0000003602_0_9-95;;Władysław Syrokomla;Spasowicz Włodzimierz;mężczyzna;Studya nie z natury;;;;1881;;;Pozytywizm;1880
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007402;article;Obraz rzeczy – słowo – słowo Innego;Tabakowska, Elżbieta;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 23 (2014): Wyobraźnia w przekładzie;;2014;;;49-61;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007446;article;„Nie chodzi o to, czy nienawidzi czy nie. Muzułmanie mu przeszkadzali” – kategoria zakłócenia w narracjach o muzułmanie w literaturze Szoa;Bock, Dennis;mężczyzna;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 25 (2015): Po Zagładzie. Narracje postkatastroficzne;;2015;;;137-163;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007460;article;Leśmian: Ja i Inny;Czabanowska-Wróbel, Anna;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 16 (2009): Rytm Leśmiana;;2009;;;11-28;Po 1989;2000
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007485;article;O wyznaniu kanarka, dzieciach na kolonii i apologii wszy planowanej przez Janusza Korczaka;Zgrzywa, Agnieszka;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 22 (2013): Polsko-żydowskie, żydowsko-polskie;;2013;;;71-82;Po 1989;2010
polona0000003706_14_13-37;;Zygmunt Krasiński. T. 2;Tarnowski, Stanisław;mężczyzna;Zygmunt Krasiński. T. 2;;;;1912;;;Młoda Polska;1910
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007545;article;Czytając Elegie Rainera Marii Rilkego;Surowska, Barbara;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 19 (2012): Poeci za bramą utopii;;2012;;;281-302;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007569;article;Śmierć króla i chustka Teodory;Galant, Arleta;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 21 (2013): Kto się boi Zofii Nałkowskiej?;;2013;;;51-67;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007574;article;Nałkowska i Komornicka, czyli kto zawinił;Helbig-Miszewski, Brygida;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 21 (2013): Kto się boi Zofii Nałkowskiej?;;2013;;;163-175;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007579;article;Próby ocalenia tragedii w wieku XIX;Przybyszewska, Alicja;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 21 (2013): Kto się boi Zofii Nałkowskiej?;;2013;;;229-236;Po 1989;2010
polona0000003707_20_37-81;;1863 - 1900;Stanisław Tarnowski;mężczyzna;Historya literatury polskiej. T. 6, Wiek 19. Cz. 2, 1863-1900;;;;1907;;;Młoda Polska;1900
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007648;article;Od rewizji do apostazji i między publicystycznością a literackością. O wierszach polskiej „odwilży”;Stankowska, Agata;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 29 (2016): numer specjalny: Poznański Czerwiec 1956;;2016;;;247-259;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007657;article;Poza metaforą – autyzm jako impas hermeneutyczny w powieści postkolonialnej;Kołodziejczyk, Dorota;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 30 (2017): Niepoetyka. Dlaczego nie?;;2017;;;141-167;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007677;article;Jak nas widzą… Panorama z Kołem Polonistów (w tle);Telicki, Marcin;mężczyzna;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 31 (2017): Literatura wobec nauki: epoka staropolska;;2017;;;335-350;Po 1989;2010
Poznańskie_Studia_Polonistyczne._Seria_Literacka_00007697;article;Arachne z ulotną nicią. Sygnatura kobieca w późnej poezji Bogusławy Latawiec;Dembińska-Pawelec, Joanna;kobieta;Poznańskie Studia Polonistyczne. Seria Literacka;Nr 32 (2018): (Nie)opisane. Poetki polskie XX i XXI wieku (część I);;2018;;;267-283;Po 1989;2010
polona0000003800_0_11-18;;Mickiewicz w Wilnie i Kownie : życie i poezya. T. 1;Tretiak Józef;mężczyzna;Mickiewicz w Wilnie i Kownie : życie i poezya. T. 1;;;;1884;;;Pozytywizm;1880
Prace_Filologiczne._Literaturoznawstwo_00007841;article;No haber salido de mi biblioteca”. Notatka z lektury „Sławy” („La fama”) J.L. Borgesa;Płaszczewska, Olga;kobieta;Prace Filologiczne. Literaturoznawstwo;Nr 8(11) cz.2 (2018): Biblioteki;;2018;;;67-79;Po 1989;2010
Prace_Filologiczne._Literaturoznawstwo_00007884;article;„Wojnę domową śpiewam więc i głoszę” − wojnę na księgi, indeksy i katalogi. O rząd młodych dusz;Leszczyński, Grzegorz;mężczyzna;Prace Filologiczne. Literaturoznawstwo;Nr 9(12) cz.2 (2019): Biblioteki 2;;2019;;;217-229;Po 1989;2010
Prace_Filologiczne._Literaturoznawstwo_00007905;article;Pomnik czy twierdza? Kilka uwag o Mickiewiczowskiej parafrazie Horacjańskiej pieśni;Brzuska, Barbara;kobieta;Prace Filologiczne. Literaturoznawstwo;Nr 5(8) (2015): Rzeki;;2015;;;51-71;Po 1989;2010
polona0000003800_2_7-140;;Część druga 1818—1821;Tretiak Józef;mężczyzna;Mickiewicz w Wilnie i Kownie : życie i poezya. T. 2;;;;1884;;;Pozytywizm;1880
Prace_Filologiczne._Literaturoznawstwo_00007942;article;Bośnia − hortus horridus. Obraz Bośni w podróżach franciszkanów Grgi Marticia i Ivana Frano Jukicia;Pieniążek-Markowić, Krystyna;kobieta;Prace Filologiczne. Literaturoznawstwo;Nr 4(7) (2014): Dystopie;;2014;;;263-278;Po 1989;2010
Prace_Filologiczne._Literaturoznawstwo_00008011;article;Lęk z gotyckiego lochu. Od archetypu w folklorze ku opowieściom niesamowitym o powracających zza grobu;Wałaszewski, Zbigniew;mężczyzna;Prace Filologiczne. Literaturoznawstwo;Tom 59 Nr (3) (2010): „Prace Filologiczne. Seria Literaturoznawcza”: Gotycyzmy;;2010;;;215-238;Po 1989;2010
Prace_Filologiczne._Literaturoznawstwo_00008045;article;Ucieczka w Kresy;Magnone, Lena;kobieta;Prace Filologiczne. Literaturoznawstwo;Tom 50 Nr (1) (2008): „Prace Filologiczne. Seria Literaturoznawcza”: Kresy;;2008;;;249-256;Po 1989;2000
polona0000003801_0_19-70;;Dzieciństwo i pierwsze lata młodości. 1809 — 1831.;Tretiak, Józef;mężczyzna;Juliusz Słowacki : [historya ducha poety i jej odbicie w poezyi]. T. 1;;;;1904;;;Młoda Polska;1900
polona0000003801_1_13-41;;Zerwanie z Kołem. 1843.;Tretiak Józef;mężczyzna;Juliusz Słowacki : [historya ducha poety i jej odbicie w poezyi]. T. 2;;;;1904;;;Młoda Polska;1900
polona0000004102_6_182-212;;"Grażyna i jej stosunek do „Jerozolimy"" Tassa, w przekładzie Piotra Kochanowskiego.";Bronisław Chlebowski;mężczyzna;Pisma Bronisława Chlebowskiego. T. 1, Studya historyczno-krytyczne z zakresu dziejów literatury, oświaty i sztuki polskiej.;;;;1912;;;Młoda Polska;1910
polona0000004102_6_19-75;;Zadanie historyi literatury polskiej.;Bronisław Chlebowski;mężczyzna;Pisma Bronisława Chlebowskiego. T. 1, Studya historyczno-krytyczne z zakresu dziejów literatury, oświaty i sztuki polskiej.;;;;1912;;;Młoda Polska;1910
polona0000004203_0_4-12;;Wstęp. — Dyalogi pobożne i dyalogi szkolne (moralne).;Chmielowski Piotr;mężczyzna;Nasza literatura dramatyczna : szkice. T. 1;;;;1898;;;Młoda Polska;1890
Prace_Literackie_00008243;article;Salomea Kapuścińska wobec narodu i społeczeństwa;Olędzki, Mirosław;mężczyzna;Prace Literackie;Tom 58 (2018);;2018;;;215-224;Po 1989;2010
Papers_in_Literature_00008314;article;Idea krajobrazu Romana Brandstaettera w peregrynacjach włoskich;Rzymska, Anna;kobieta;Papers in Literature;Nr 3 (2015);;2015;;;Nr 3 (2015);Po 1989;2010
Papers_in_Literature_00008329;article;Materiały i notatki do badań nad życiem i twórczością Teodora von Łaskiego (edycja utworów z komentarzem);Chojnowski, Zbigniew;mężczyzna;Papers in Literature;Nr 3 (2015);;2015;;;Nr 3 (2015);Po 1989;2010
Papers_in_Literature_00008357;article;Przewartościowanie tradycji ezopowej w bajkach Juliana Ejsmonda Konik polny i mrówka oraz Pszczoła i gołąb;Igliński, Grzegorz;mężczyzna;Papers in Literature;Nr 1 (2013);;2013;;;Nr 1 (2013);Po 1989;2010
Papers_in_Literature_00008384;article;Negatywistyczna osobowość kobieca w Chamie Elizy Orzeszkowej;Dziugieł-Łaguna, Magdalena;kobieta;Papers in Literature;Nr 6 (2018);;2018;;;Nr 6 (2018);Po 1989;2010
Papers_in_Literature_00008386;article;Męski głos niewieści. Z dzienniczka kobiety Wincentego Kosiakiewicza;Sobczak, Izabela;kobieta;Papers in Literature;Nr 6 (2018);;2018;;;Nr 6 (2018);Po 1989;2010
Papers_in_Literature_00008428;article;Kilka refleksji o problemach zdrowotnych bohaterów Trylogii Henryka Sienkiewicza;Kocela, Weronika;kobieta;Papers in Literature;Nr 9 (2021);;2021;;;Nr 9 (2021);Po 1989;2020
Papers_in_Literature_00008438;article;Polski Rimbaud albo poeta zaginiony;Bodzińska-Bobkowska, Jadwiga;kobieta;Papers in Literature;Nr 8 (2020): Prace Literaturoznawcze;;2020;;;145-160;Po 1989;2020
Przekładaniec_00008479;article;Balansując na granicy (rec. Agnieszka Romanowska, „Hamlet” po polsku. Teatralność szekspirowskiego tekstu dramatycznego jako zagadnienie przekładoznawcze);Maciej Piątek;mężczyzna;Przekładaniec;17 - Poezja i proza przekładu;;2006;;;254;Po 1989;2000
Przekładaniec_00008573;article;Tłumaczowi trzeba pozostawić wolność;Agnieszka Gajewska;kobieta;Przekładaniec;Numer 24 - Myśl feministyczna a przekład;;2010;;;6;Po 1989;2010
Przekładaniec_00008577;article;Nieme dusze? – całkiem dobrze zwerbalizowane;Bożena Keff;kobieta;Przekładaniec;Numer 24 - Myśl feministyczna a przekład;;2010;;;4;Po 1989;2010
Przekładaniec_00008616;article;Ogarnąć nieogarnione;Marta Kaźmierczak;kobieta;Przekładaniec;Numer 26 - Przekład mistrzów;;2012;;;321;Po 1989;2010
Przekładaniec_00008625;article;Puchata przepustka do sławy. Pochwała Ireny Tuwim;Monika Woźniak;kobieta;Przekładaniec;Numer 26 - Przekład mistrzów;;2012;;;19;Po 1989;2010
Przekładaniec_00008657;article;Aramejskie przekłady Tory jako świadectwo interpretacji tekstu biblijnego w tradycji żydowskiej;Anna Kuśmirek;kobieta;Przekładaniec;Numer 29 - Przekład żydowski. Żydowskość w przekładzie;;2014;;;17;Po 1989;2010
Przekładaniec_00008666;article;Wieża Babel. Świadectwa Holokaustu a etyka przekładu;Dorota Glowacka;kobieta;Przekładaniec;Numer 29 - Przekład żydowski. Żydowskość w przekładzie;;2014;;;26;Po 1989;2010
Przekładaniec_00008707;article;Peryferie peryferii w centrum zainteresowania badaczy;Natalia Paprocka;kobieta;Przekładaniec;Numer 31 - Przekład na scenie;;2015;;;12;Po 1989;2010
Przekładaniec_00008719;article;„Opowieści, których nie trzeba przekładać?” – Behind the Beautiful Forevers Katherine Boo (2012) i Davida Hare’a (2014);Aleksandra Kamińska;kobieta;Przekładaniec;Numer 33 - (Post)kolonializm w przekładzie;;2016;;;19;Po 1989;2010
Przekładaniec_00008725;article;Od przekładu intersemiotycznego do intersemiotycznych aspektów tłumaczenia;Marta Kaźmierczak;kobieta;Przekładaniec;Numer 34 - Słowo i obraz w przekładzie 1;;2017;;;28;Po 1989;2010
Przekładaniec_00008736;article;Modusy ekfrazy: sieneński kondotier Simone Martiniego oczami Zbigniewa Herberta i Gustawa Herlinga-Grudzińskiego;Rozalia Słodczyk;kobieta;Przekładaniec;Numer 35- Słowo i obraz w przekładzie 2;;2017;;;17;Po 1989;2010
Przekładaniec_00008740;article;Obraz – opis – symulakrum;Aneta Pawłowska | Anna Wendorff;kobieta | kobieta;Przekładaniec;Numer 35- Słowo i obraz w przekładzie 2;;2017;;;20;Po 1989;2010
Przekładaniec_00008759;article;Opowieść o życiu i twórczości Zofii Ernst (1918–1994);Katarzyna Biernacka-Licznar;kobieta;Przekładaniec;37 - Historia przekładu literackiego 2;;2018;;;19;Po 1989;2010
Przekładaniec_00008778;article;Dziewictwo utracone w tłumaczeniu: analiza indywidualnego stylu Zuzanny Ginczanki w oryginale i w przekładzie na język ukraiński;Józefina Inesa Piątkowska;b.d.;Przekładaniec;40 - Gatunki literackie w przekładzie;;2020;;;305;Po 1989;2020
Przekładaniec_00008793;article;Братья Карамазовы we władzy polskich (re)translacji;Ewa Kraskowska;kobieta;Przekładaniec;41 - Wschód – Zachód. Translacje;;2020;;;257;Po 1989;2020
Przestrzenie_Teorii_00008849;article;Przyjemność lektury;Bulanowski, Marek Oktawian;mężczyzna;Przestrzenie Teorii;Nr 22 (2014);;2014;;;263-267;Po 1989;2010
Przestrzenie_Teorii_00008856;article;O marginaliach (i nie tylko) Tadeusza Różewicza;Degler, Janusz;mężczyzna;Przestrzenie Teorii;Nr 21 (2014);;2014;;;11-22;Po 1989;2010
Przestrzenie_Teorii_00008868;article;Wspólna twarz – Różewicz, Rembrandt i starość;Rosales Rodriguez, Agnieszka;kobieta;Przestrzenie Teorii;Nr 21 (2014);;2014;;;167-180;Po 1989;2010
Przestrzenie_Teorii_00008898;article;Masochizm i estetyka. O nowych kulturowo-psychoanalitycznych interpretacjach twórczości Brunona Schulza;Lukas, Katarzyna;kobieta;Przestrzenie Teorii;Nr 15 (2011);;2011;;;309-323;Po 1989;2010
Przestrzenie_Teorii_00008902;article;Uwiedzeni przez manekiny, czyli o erotyce sztucznych ciał (na przykładzie opowiadania Płaszcz Józefa Olenina Eugéne’a Melchiora de Vogüégo);Gajewska, Grażyna;kobieta;Przestrzenie Teorii;Nr 16 (2011);;2011;;;69-80;Po 1989;2010
Przestrzenie_Teorii_00008960;article;Przestrzeń barwna Czystej Formy. Kolor w teorii i praktyce twórczej Stanisława Ignacego Witkiewicza;Żakiewicz, Anna;kobieta;Przestrzenie Teorii;Nr 14 (2010);;2010;;;123-13;Po 1989;2010
Przestrzenie_Teorii_00008965;article;Witkiewiczowie w Lovranie;Bocheński, Tomasz;mężczyzna;Przestrzenie Teorii;Nr 14 (2010);;2010;;;203-213;Po 1989;2010
Przestrzenie_Teorii_00008973;article;Autobiografie filozofów;Lubas-Bartoszyńska, Regina;kobieta;Przestrzenie Teorii;Nr 13 (2010);;2010;;;55-75;Po 1989;2010
Przestrzenie_Teorii_00008999;article;O Sponad Juliana Przybosia i Władysława Strzemińskiego;Jaworska, Anna;kobieta;Przestrzenie Teorii;Nr 11 (2009);;2009;;;97-130;Po 1989;2000
Przestrzenie_Teorii_00009112;article;Od Ryby ku Rybaczówkom. Bishop Barańczaka;Rajewska, Ewa;kobieta;Przestrzenie Teorii;Nr 26 (2016);;2016;;;87-108;Po 1989;2010
Przestrzenie_Teorii_00009151;article;"„Próba nowej całości"". Tadeusza Różewicza poetyka totalna";Kunz, Tomasz;mężczyzna;Przestrzenie Teorii;Nr 6 (2006);;2006;;;121-132;Po 1989;2000
Przestrzenie_Teorii_00009185;article;Twórca - stereotyp - profilowanie, czyli literacka rzeczywistość alternatywna;Tokarz, Bożena;kobieta;Przestrzenie Teorii;Nr 2 (2003);;2003;;;21-34;Po 1989;2000
Przestrzenie_Teorii_00009347;article;Rzeźbiarz i filozof. Constantin Brâncuşi w interpretacjach Constantina Noiki;Zawadzki, Andrzej;mężczyzna;Przestrzenie Teorii;Nr 29 (2018);;2018;;;315–328;Po 1989;2010
Przestrzenie_Teorii_00009357;article;Z antykiem w tle…;Krajewska, Anna;kobieta;Przestrzenie Teorii;Nr 30 (2018);;2018;;;7–13;Po 1989;2010
Przestrzenie_Teorii_00009449;article;Bruno Schulz i muzyka. Exordium;Skrzypczyk, Aleksandra;kobieta;Przestrzenie Teorii;Nr 34 (2020);;2020;;;75-98;Po 1989;2020
Rocznik_Komparatystyczny_00009527;article;Kanon polskiej liryki według Petera i Renate Lachmannów;Chojnowski, Przemysław;mężczyzna;Rocznik Komparatystyczny;;;2015;;;;Po 1989;2010
Rocznik_Komparatystyczny_00009560;article;Od remediacji do sterowania zbiorowymi emocjami. Interferencje dyskursu literackiego i technologii;Ślósarz, Anna;kobieta;Rocznik Komparatystyczny;;;2017;;;;Po 1989;2010
Studia_Litteraria_Universitatis_Iagellonicae_Cracoviensis_00009710;article;Portrety kobiet w powieściach Marlen Haushofer Ściana i Mansarda;Joanna Graca;kobieta;Studia Litteraria Universitatis Iagellonicae Cracoviensis;Volume 14, Issue 1;;2019;;;9;Po 1989;2010
Studia_Litteraria_Universitatis_Iagellonicae_Cracoviensis_00009721;article;Topos indyjskiego bohatera epickiego, czyli wyobrażenie władcy doskonałego w Mahabharacie;Iwona Milewska;kobieta;Studia Litteraria Universitatis Iagellonicae Cracoviensis;Volume 14, Special Issue;;2019;;;153;Po 1989;2010
Studia_Litteraria_Universitatis_Iagellonicae_Cracoviensis_00009760;article;(Nie)przekładalność a kryteria przyswajalności kulturowej;Marianna Chłopek-Labo;kobieta;Studia Litteraria Universitatis Iagellonicae Cracoviensis;Volume 8, Issue 2;;2013;;;71;Po 1989;2010
Stylistyka_00009790;article;Sylwa szlachecka jako archiwum pamięci i źródło wzorów stylistycznych;Szagun, Dorota;kobieta;Stylistyka;Tom 28 (2019): Styl i pamięć;;2019;;;321 - 332;Po 1989;2010
Stylistyka_00009812;article;„Pióropusz” Mariana Pilota: kolekcja stylów i archiwum pamięci kultury;SŁAWKOWA, EWA;b.d.;Stylistyka;Tom 22 (2013): Styl w kulturze;;2013;;;309-324;Po 1989;2010
Stylistyka_00009817;article;Wartości kapitalistyczne w polskim dyskursie publicznym;Szczepankowska, Irena;kobieta;Stylistyka;Tom 27 (2018): Styl i aksjologia;;2018;;;5-21;Po 1989;2010
Stylistyka_00010021;article;"Uwagi o stylu Reja w ""Źwierciadle""";Kochan, Anna;kobieta;Stylistyka;Tom 11 (2002): Stylistyka a poetyka;;2002;;;207-224;Po 1989;2000
Stylistyka_00010031;article;Wielojęzyczność kłótni -poszukiwanie uniwersalności wzorca gatunkowego (na przykładzie tekstów potocznych, literackich i muzycznych);SUJKOWSKA, KATARZYNA | BIŁAS, EWA;b.d. | b.d.;Stylistyka;Tom 12 (2003): Wielojęzyczność a styl - Multilingualism and Style;;2003;;;307-325;Po 1989;2000
Stylistyka_00010038;article;ALEKSANDER WILKOŃ, DZIEJE JĘZYKA ARTYSTYCZNEGO W POLSCE. JĘZYK I STYLE LITERATURY BAROKOWEJ, Kraków 2002, 200 ss.;PASZEK, JERZY;b.d.;Stylistyka;Tom 12 (2003): Wielojęzyczność a styl - Multilingualism and Style;;2003;;;491-493;Po 1989;2000
Stylistyka_00010057;article;Bożena Witosz, Kobieta w literaturze. Tekstowe wizualizacje od fin de siecle'u do końca XX wieku, Katowice: Wydawnictwo Gnome, 2001, s. 205.;Kita, Małgorzata;kobieta;Stylistyka;Tom 11 (2002): Stylistyka a poetyka;;2002;;;571-575;Po 1989;2000
Stylistyka_00010076;article;Elżbieta Chrzanowska-Kluczewska, Language-games: pro and against, Kraków 2004, 219 ss.;Brzozowska, Dorota;kobieta;Stylistyka;Tom 13 (2004): Styl a płeć;;2004;;;388-390;Po 1989;2000
Stylistyka_00010171;article;Humor w epigramatyce i aforystyce Stanisława Jerzego Leca;ŠTĚPÁN, LUDVÍK;b.d.;Stylistyka;Tom 10 (2001): Stylistyka dziś - Style and Humour - Стиль и юмор;;2001;;;473-480;Po 1989;2000
Stylistyka_00010183;article;O stylu;PISARKOWA, KRYSTYNA;b.d.;Stylistyka;Tom 4 (1995): Tekst i styl - Text and style - Текст и стиль;;1995;;;283-287;Po 1989;1990
Stylistyka_00010210;article;Stanisław Balbus, Między stylami, Kraków: Towarzystwo Autorów i Wydawców Prac Naukowych, 1993, 394 s.;Wojtak, Maria;kobieta;Stylistyka;Tom 3 (1994): Stylistyka porównawcza;;1994;;;232-234;Po 1989;1990
Teksty_Drugie_00010304;article;Reportaż intermedialny Jacka Hugo-Badera i Filipa Springera;Żyrek-Horodyska, Edyta;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2018);;2018;;;;Po 1989;2010
Teksty_Drugie_00010324;article;Archiwum jako pisarski testament i depozyt legendy biograficznej;Marzec, Lucyna;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2018);;2018;;;;Po 1989;2010
Teksty_Drugie_00010340;article;Biograficzne punctum. Pisarstwo biograficzne Joanny Olczak-Ronikier w perspektywie tożsamościowej;Romanowski, Marcin;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1 (2019);;2019;;;;Po 1989;2010
Teksty_Drugie_00010493;article;Doświadczenie i różnica. Status przedmiotu badań i tożsamość badaczy w studiach o niepełnosprawności;Muca, Klaudia;kobieta;Teksty Drugie;Teksty Drugie Nr 2 (2020);;2020;;;;Po 1989;2020
Teksty_Drugie_00010575;article;Sobieraj S. - Edmunda Millera poezja eksperymentu. Między futuryzmem i konstruktywizmem;Sobieraj, Sławomir;mężczyzna;Teksty Drugie;Teksty Drugie Nr 5 (2020);;2020;;;;Po 1989;2020
Teksty_Drugie_00010576;article;Edward Stachura – geopoeta;Konończuk, Elżbieta;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2020);;2020;;;;Po 1989;2020
Teksty_Drugie_00010613;article;Na gruzach widzenia. O prozie Jadwigi Stańczakowej;Ładoń, Monika;kobieta;Teksty Drugie;Teksty Drugie Nr 1 (2021);;2021;;;;Po 1989;2020
Teksty_Drugie_00010620;article;Więcej niż rany. Nowe spojrzenie na narracyjność, chorobę i ucieleśnione doświadczenie siebie;Pogońska-Baranowska, Aleksandra. Tłumacz | Woods, Angela;b.d. | kobieta;Teksty Drugie;Teksty Drugie Nr 1 (2021);;2021;;;;Po 1989;2020
Teksty_Drugie_00010626;article;Jednodniówka TAK – lektura w perspektywie intermedialnej;Pietrych, Krystyna;kobieta;Teksty Drugie;Teksty Drugie Nr 1 (2021);;2021;;;;Po 1989;2020
Teksty_Drugie_00010675;article;Mrożek i afera wokół Ordona;Nasiłowska, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2021);;2021;;;;Po 1989;2020
Teksty_Drugie_00010730;article;Czego szukał Franz Kafka?;Bielik-Robson, Agata;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2012);;2012;;;;Po 1989;2010
Teksty_Drugie_00010780;article;Wywołać z milczenia. Historia kobiet w PRL-u - kobiety w historii PRL-u;Mrozik, Agnieszka;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2011);;2011;;;;Po 1989;2010
Teksty_Drugie_00010824;article;Czym jest kamp?;Nasiłowska, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2012);;2012;;;;Po 1989;2010
Teksty_Drugie_00010910;article;Pożytki z literatury. Szok;Felski, Rita;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2010);;2010;;;;Po 1989;2010
Teksty_Drugie_00010916;article;Szekspir w proszku;Romanowska, Agnieszka;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2010);;2010;;;;Po 1989;2010
Teksty_Drugie_00010995;article;Zagadka Domuntówny;Büthner-Zawadzka, Małgorzata;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2009);;2009;;;;Po 1989;2000
Teksty_Drugie_00010999;article;Prawda w dzienniku osobistym;Rodak, Paweł;mężczyzna;Teksty Drugie;Teksty Drugie Nr 4 (2009);;2009;;;;Po 1989;2000
Teksty_Drugie_00011024;article;Odmiany wiktymizacji w pisarstwie Andrzeja Kuśniewicza;Wojda, Dorota;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2009);;2009;;;;Po 1989;2000
Teksty_Drugie_00011038;article;Przekładanie Arystotelesa – genologia i translatologia;Gumkowska, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 6 (2009);;2009;;;;Po 1989;2000
Teksty_Drugie_00011058;article;Perspektywa postkolonialna na gruncie polskim – pytania sceptyka;Borkowska, Grażyna;kobieta;Teksty Drugie;Teksty Drugie Nr 5 (2010);;2010;;;;Po 1989;2010
Teksty_Drugie_00011079;article;Nie-klasyczna komparatystyka. W stronę nowego paradygmatu;Kola, Adam Franciszek;mężczyzna;Teksty Drugie;Teksty Drugie Nr 1-2 (2008);;2008;;;;Po 1989;2000
Teksty_Drugie_00011113;article;Dziwne płaszcze Micińskiego;Czabanowska-Wróbel, Anna;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2008);;2008;;;;Po 1989;2000
Teksty_Drugie_00011160;article;Od poetyki przestrzeni do polityki miejsca. Zwrot topograficzny w badaniach literackich;Rybicka, Elżbieta;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2008);;2008;;;;Po 1989;2000
Teksty_Drugie_00011169;article;Gopło;Piwińska, Marta;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2008);;2008;;;;Po 1989;2000
Teksty_Drugie_00011170;article;Warszawa Reduta Ordona;Siwicka, Dorota;kobieta;Teksty Drugie;Teksty Drugie Nr 4 (2008);;2008;;;;Po 1989;2000
Teksty_Drugie_00011312;article;Ani Lacan, ani Zizek - wołanie o innego Freuda;Bielik-Robson, Agata;kobieta;Teksty Drugie;Teksty Drugie Nr 1-2 (2006);;2006;;;;Po 1989;2000
Teksty_Drugie_00011326;article;Doświadczenie jako kwestia humanistyki;Wolska, Dorota;kobieta;Teksty Drugie;Teksty Drugie Nr 3 (2006);;2006;;;;Po 1989;2000
